-1640008.0 	2012-08-20
-3942996.0 	2012-08-21
-6406904.0 	2012-08-22
-8230661.0 	2012-08-23
-6284865.0 	2012-08-24
-8164834.0 	2012-08-27
-1.00779E7 	2012-08-28
-8341967.0 	2012-08-29
-1.0071543E7 	2012-08-30
-8154278.0 	2012-08-31
-8843063.0 	2012-08-14
-1.1828491E7 	2012-09-05
-8605182.0 	2012-09-06
-1.1820523E7 	2012-09-07
-1.8176609E7 	2012-09-10
-1.5773188E7 	2012-09-11
-1.8182762E7 	2012-09-12
-1.5448559E7 	2012-09-13
-1.04555E7 	2012-09-14
-1.3745755E7 	2012-09-17
-1.6223199E7 	2012-09-18
-1.3499768E7 	2012-09-19
-1.5575297E7 	2012-09-20
-2.5126465E7 	2012-09-21
-2.2089064E7 	2012-09-24
-2.0363512E7 	2012-09-25
-2.2976404E7 	2012-09-26
-2.0894902E7 	2012-09-27
-2.345455E7 	2012-09-28
-1.9553689E7 	2012-10-01
-1.5951411E7 	2012-10-02
-1.3341177E7 	2012-10-03
-1.0809718E7 	2012-10-04
-7146190.0 	2012-10-05
-4538637.0 	2012-10-08
-7528121.0 	2012-10-09
-1.008971E7 	2012-10-10
-1.2518854E7 	2012-10-11
-1.5084908E7 	2012-10-12
-1.2168643E7 	2012-10-15
-9311138.0 	2012-10-16
-6119391.0 	2012-10-17
-8658124.0 	2012-10-18
-1.2462666E7 	2012-10-19
-1.5594431E7 	2012-10-22
-2.1460386E7 	2012-10-23
-2.4781607E7 	2012-10-24
-2.9395463E7 	2012-10-25
-2.5802927E7 	2012-10-26
-2.91633E7 	2012-10-31
-2.5856577E7 	2012-11-01
-2.8909724E7 	2012-11-02
-2.6522005E7 	2012-11-05
-2.3715972E7 	2012-11-06
-2.8309025E7 	2012-11-07
-3.1315047E7 	2012-11-08
-2.8138672E7 	2012-11-09
-2.5918669E7 	2012-11-12
-2.8904569E7 	2012-11-13
-3.1787357E7 	2012-11-14
-2.8495694E7 	2012-11-15
-2.3258673E7 	2012-11-16
-2.056992E7 	2012-11-19
-2.2604959E7 	2012-11-20
-2.4616172E7 	2012-11-21
-2.3515071E7 	2012-11-23
-2.5425627E7 	2012-11-26
-2.2921501E7 	2012-11-27
-2.0495326E7 	2012-11-28
-2.2859258E7 	2012-11-29
-2.0573735E7 	2012-11-30
-2.250307E7 	2012-12-03
-2.4472777E7 	2012-12-04
-2.1475841E7 	2012-12-05
-1.9448215E7 	2012-12-06
-1.6971844E7 	2012-12-07
-1.4124163E7 	2012-12-10
-1.03023E7 	2012-12-11
-1.4367192E7 	2012-12-12
-1.6988573E7 	2012-12-13
-1.9697494E7 	2012-12-14
-1.694387E7 	2012-12-17
-1.414388E7 	2012-12-18
-1.7398646E7 	2012-12-19
-1.4108506E7 	2012-12-20
-2.0088032E7 	2012-12-21
-1.9134681E7 	2012-12-24
-2.0677528E7 	2012-12-26
-2.3038456E7 	2012-12-27
-2.4915725E7 	2012-12-28
-2.2334438E7 	2012-12-31
-3206696.0 	2013-01-02
-5911231.0 	2013-01-03
-3206254.0 	2013-01-04
-460453.0 	2013-01-07
2196409.0 	2013-01-08
4556056.0 	2013-01-09
7156562.0 	2013-01-10
4232680.0 	2013-01-11
6825095.0 	2013-01-14
8931462.0 	2013-01-15
1.1023669E7 	2013-01-16
1.3828024E7 	2013-01-17
1.7018894E7 	2013-01-18
2.0234517E7 	2013-01-22
2.3813996E7 	2013-01-23
2.7632229E7 	2013-01-24
3.187021E7 	2013-01-25
3.4835128E7 	2013-01-28
3.8365982E7 	2013-01-29
3.5541606E7 	2013-01-30
3.1776272E7 	2013-01-31
3.563075E7 	2013-02-01
3.3643172E7 	2013-02-04
3.6476205E7 	2013-02-05
3.9986725E7 	2013-02-06
3.7709222E7 	2013-02-07
3.9646943E7 	2013-02-08
3.7931499E7 	2013-02-11
3.9859529E7 	2013-02-12
3.8159725E7 	2013-02-13
3.5942306E7 	2013-02-14
3.8268465E7 	2013-02-15
4.1257102E7 	2013-02-19
3.825991E7 	2013-02-20
3.5501182E7 	2013-02-21
3.7659195E7 	2013-02-22
3.4635663E7 	2013-02-25
3.7108478E7 	2013-02-26
3.9462474E7 	2013-02-27
4.2333991E7 	2013-02-28
3.9673146E7 	2013-03-01
3.7106898E7 	2013-03-04
3.9739036E7 	2013-03-05
4.3209372E7 	2013-03-06
4.133082E7 	2013-03-07
4.368922E7 	2013-03-08
4.5410451E7 	2013-03-11
4.3183672E7 	2013-03-12
4.1123894E7 	2013-03-13
4.3331102E7 	2013-03-14
4.8480853E7 	2013-03-15
4.6669472E7 	2013-03-18
4.3456636E7 	2013-03-19
4.5256481E7 	2013-03-20
4.3318556E7 	2013-03-21
4.572826E7 	2013-03-22
4.1989114E7 	2013-03-25
4.3882569E7 	2013-03-26
4.1752902E7 	2013-03-27
4.4029519E7 	2013-03-28
4.234414E7 	2013-04-01
4.4441932E7 	2013-04-02
4.1163123E7 	2013-04-03
4.293434E7 	2013-04-04
4.0456578E7 	2013-04-05
3.8508914E7 	2013-04-08
4.0879433E7 	2013-04-09
4.4142363E7 	2013-04-10
4.628054E7 	2013-04-11
4.4169153E7 	2013-04-12
4.0491834E7 	2013-04-15
4.3128669E7 	2013-04-16
3.9973329E7 	2013-04-17
3.6827636E7 	2013-04-18
4.0151337E7 	2013-04-19
4.2798066E7 	2013-04-22
4.6007919E7 	2013-04-23
4.9246132E7 	2013-04-24
4.0218541E7 	2013-04-25
3.6859157E7 	2013-04-26
3.9763465E7 	2013-04-29
4.3533166E7 	2013-04-30
4.0274298E7 	2013-05-01
4.3394338E7 	2013-05-02
4.6407389E7 	2013-05-03
4.8581703E7 	2013-05-06
5.0817204E7 	2013-05-07
5.3471557E7 	2013-05-08
5.795848E7 	2013-05-09
6.0952157E7 	2013-05-10
6.2997685E7 	2013-05-13
6.5480377E7 	2013-05-14
6.8392914E7 	2013-05-15
6.5706506E7 	2013-05-16
6.9767187E7 	2013-05-17
7.2224433E7 	2013-05-20
7.4698434E7 	2013-05-21
7.0864948E7 	2013-05-22
6.8296633E7 	2013-05-23
6.6068312E7 	2013-05-24
6.8790258E7 	2013-05-28
6.6676675E7 	2013-05-29
6.9275943E7 	2013-05-30
6.6066468E7 	2013-05-31
6.871432E7 	2013-06-03
6.6205726E7 	2013-06-04
6.3515417E7 	2013-06-05
6.6196612E7 	2013-06-06
6.9573525E7 	2013-06-07
6.7349402E7 	2013-06-10
6.5598246E7 	2013-06-11
6.3197579E7 	2013-06-12
6.5801698E7 	2013-06-13
6.3784914E7 	2013-06-14
6.6402651E7 	2013-06-17
6.8098025E7 	2013-06-18
6.6125848E7 	2013-06-19
6.3150262E7 	2013-06-20
6.7824965E7 	2013-06-21
6.4222375E7 	2013-06-24
6.6899536E7 	2013-06-25
6.9425241E7 	2013-06-26
7.1657802E7 	2013-06-27
6.8227941E7 	2013-06-28
6.5559131E7 	2013-07-01
6.2550416E7 	2013-07-02
6.3914554E7 	2013-07-03
6.5978996E7 	2013-07-05
6.8551601E7 	2013-07-08
7.0747799E7 	2013-07-09
7.3054073E7 	2013-07-10
7.5441554E7 	2013-07-11
7.7733525E7 	2013-07-12
7.5668929E7 	2013-07-15
7.321056E7 	2013-07-16
7.5307274E7 	2013-07-17
7.8253015E7 	2013-07-18
8.1346855E7 	2013-07-19
8.4170333E7 	2013-07-22
8.6424821E7 	2013-07-23
8.4615353E7 	2013-07-24
8.7961996E7 	2013-07-25
9.0294167E7 	2013-07-26
8.8833773E7 	2013-07-29
9.1119007E7 	2013-07-30
9.381297E7 	2013-07-31
9.6809891E7 	2013-08-01
9.4907323E7 	2013-08-02
9.3555529E7 	2013-08-05
9.1714403E7 	2013-08-06
9.3648452E7 	2013-08-07
9.6029065E7 	2013-08-08
9.3568964E7 	2013-08-09
9.5216321E7 	2013-08-12
9.7240203E7 	2013-08-13
9.5218818E7 	2013-08-14
9.3223921E7 	2013-08-15
9.5556836E7 	2013-08-16
9.3725907E7 	2013-08-19
9.1571982E7 	2013-08-20
8.9278296E7 	2013-08-21
9.1280306E7 	2013-08-22
8.9326618E7 	2013-08-23
8.750964E7 	2013-08-26
8.5593492E7 	2013-08-27
8.7139299E7 	2013-08-28
8.8596527E7 	2013-08-29
9.0802116E7 	2013-08-30
8.8633942E7 	2013-09-03
9.0946985E7 	2013-09-04
9.2901293E7 	2013-09-05
9.4866856E7 	2013-09-06
9.6843625E7 	2013-09-09
9.9416384E7 	2013-09-10
1.01304654E8 	2013-09-11
9.8904821E7 	2013-09-12
1.00878117E8 	2013-09-13
1.03636843E8 	2013-09-16
1.06072981E8 	2013-09-17
1.09380727E8 	2013-09-18
1.12293057E8 	2013-09-19
1.05284798E8 	2013-09-20
1.08753345E8 	2013-09-23
1.05168216E8 	2013-09-24
1.02994497E8 	2013-09-25
1.05235446E8 	2013-09-26
1.03207323E8 	2013-09-27
1.01102625E8 	2013-09-30
1.02958952E8 	2013-10-01
1.00902303E8 	2013-10-02
9.8376475E7 	2013-10-03
1.00360194E8 	2013-10-04
9.8428955E7 	2013-10-07
9.5559949E7 	2013-10-08
9.8059218E7 	2013-10-09
1.00748156E8 	2013-10-10
1.0324086E8 	2013-10-11
1.05107664E8 	2013-10-14
1.02386944E8 	2013-10-15
