2.05221497E8 164.51	2015-04-20
['2.05221497E8', '164.51', '2015-04-20']
2.03250963E8 164.0	2015-04-21
['2.03250963E8', '164.0', '2015-04-21']
2.05479791E8 164.67	2015-04-22
['2.05479791E8', '164.67', '2015-04-22']
1.99775274E8 159.66	2015-04-23
['1.99775274E8', '159.66', '2015-04-23']
1.9673179E8 158.99	2015-04-24
['1.9673179E8', '158.99', '2015-04-24']
1.9328303E8 157.98	2015-04-27
['1.9328303E8', '157.98', '2015-04-27']
1.9667095E8 158.33	2015-04-28
['1.9667095E8', '158.33', '2015-04-28']
1.93592322E8 156.97	2015-04-29
['1.93592322E8', '156.97', '2015-04-29']
1.90082162E8 156.39	2015-04-30
['1.90082162E8', '156.39', '2015-04-30']
1.92242311E8 157.68	2015-05-01
['1.92242311E8', '157.68', '2015-05-01']
1.94482625E8 159.02	2015-05-04
['1.94482625E8', '159.02', '2015-05-04']
1.92534881E8 157.91	2015-05-05
['1.92534881E8', '157.91', '2015-05-05']
1.90331759E8 157.64	2015-05-06
['1.90331759E8', '157.64', '2015-05-06']
1.92444682E8 158.61	2015-05-07
['1.92444682E8', '158.61', '2015-05-07']
1.94470219E8 160.6	2015-05-08
['1.94470219E8', '160.6', '2015-05-08']
1.92761508E8 159.9	2015-05-11
['1.92761508E8', '159.9', '2015-05-11']
1.94626317E8 160.07	2015-05-12
['1.94626317E8', '160.07', '2015-05-12']
1.97214176E8 161.31	2015-05-13
['1.97214176E8', '161.31', '2015-05-13']
1.99676725E8 163.15	2015-05-14
['1.99676725E8', '163.15', '2015-05-14']
2.01600499E8 163.3	2015-05-15
['2.01600499E8', '163.3', '2015-05-15']
1.99852115E8 162.87	2015-05-18
['1.99852115E8', '162.87', '2015-05-18']
2.01928209E8 163.12	2015-05-19
['2.01928209E8', '163.12', '2015-05-19']
1.99949641E8 161.9	2015-05-20
['1.99949641E8', '161.9', '2015-05-20']
2.0235155E8 162.06	2015-05-21
['2.0235155E8', '162.06', '2015-05-21']
2.00528747E8 160.98	2015-05-22
['2.00528747E8', '160.98', '2015-05-22']
1.98057638E8 159.59	2015-05-26
['1.98057638E8', '159.59', '2015-05-26']
2.00683568E8 161.02	2015-05-27
['2.00683568E8', '161.02', '2015-05-27']
1.99105489E8 160.87	2015-05-28
['1.99105489E8', '160.87', '2015-05-28']
1.9622497E8 159.08	2015-05-29
['1.9622497E8', '159.08', '2015-05-29']
1.94318411E8 158.98	2015-06-01
['1.94318411E8', '158.98', '2015-06-01']
1.96799603E8 159.08	2015-06-02
['1.96799603E8', '159.08', '2015-06-02']
1.98874098E8 160.16	2015-06-03
['1.98874098E8', '160.16', '2015-06-03']
1.9663647E8 158.35	2015-06-04
['1.9663647E8', '158.35', '2015-06-04']
1.94321699E8 157.08	2015-06-05
['1.94321699E8', '157.08', '2015-06-05']
1.92713085E8 156.59	2015-06-08
['1.92713085E8', '156.59', '2015-06-08']
1.94523837E8 156.98	2015-06-09
['1.94523837E8', '156.98', '2015-06-09']
1.96282762E8 159.04	2015-06-10
['1.96282762E8', '159.04', '2015-06-10']
1.9813699E8 159.86	2015-06-11
['1.9813699E8', '159.86', '2015-06-11']
1.96226477E8 158.04	2015-06-12
['1.96226477E8', '158.04', '2015-06-12']
1.93873408E8 155.87	2015-06-15
['1.93873408E8', '155.87', '2015-06-15']
1.95603096E8 156.49	2015-06-16
['1.95603096E8', '156.49', '2015-06-16']
1.97442483E8 156.95	2015-06-17
['1.97442483E8', '156.95', '2015-06-17']
1.99971376E8 159.62	2015-06-18
['1.99971376E8', '159.62', '2015-06-18']
1.96684197E8 158.95	2015-06-19
['1.96684197E8', '158.95', '2015-06-19']
1.98131609E8 159.68	2015-06-22
['1.98131609E8', '159.68', '2015-06-22']
2.00418009E8 159.84	2015-06-23
['2.00418009E8', '159.84', '2015-06-23']
1.97555139E8 157.54	2015-06-24
['1.97555139E8', '157.54', '2015-06-24']
1.94991091E8 155.92	2015-06-25
['1.94991091E8', '155.92', '2015-06-25']
1.9761658E8 157.09	2015-06-26
['1.9761658E8', '157.09', '2015-06-26']
1.95141604E8 153.95	2015-06-29
['1.95141604E8', '153.95', '2015-06-29']
1.97702762E8 154.3	2015-06-30
['1.97702762E8', '154.3', '2015-06-30']
1.99429555E8 155.65	2015-07-01
['1.99429555E8', '155.65', '2015-07-01']
1.97407156E8 155.38	2015-07-02
['1.97407156E8', '155.38', '2015-07-02']
1.95235002E8 155.08	2015-07-06
['1.95235002E8', '155.08', '2015-07-06']
1.98100998E8 155.43	2015-07-07
['1.98100998E8', '155.43', '2015-07-07']
1.95487682E8 152.71	2015-07-08
['1.95487682E8', '152.71', '2015-07-08']
1.97556904E8 153.75	2015-07-09
['1.97556904E8', '153.75', '2015-07-09']
1.99618225E8 154.95	2015-07-10
['1.99618225E8', '154.95', '2015-07-10']
2.01725433E8 156.47	2015-07-13
['2.01725433E8', '156.47', '2015-07-13']
2.03537707E8 156.78	2015-07-14
['2.03537707E8', '156.78', '2015-07-14']
2.017515E8 156.0	2015-07-15
['2.017515E8', '156.0', '2015-07-15']
2.03775369E8 157.17	2015-07-16
['2.03775369E8', '157.17', '2015-07-16']
2.01346358E8 156.69	2015-07-17
['2.01346358E8', '156.69', '2015-07-17']
2.03695488E8 157.12	2015-07-20
['2.03695488E8', '157.12', '2015-07-20']
2.00951557E8 155.76	2015-07-21
['2.00951557E8', '155.76', '2015-07-21']
1.97883823E8 155.41	2015-07-22
['1.97883823E8', '155.41', '2015-07-22']
1.9270745E8 149.5	2015-07-23
['1.9270745E8', '149.5', '2015-07-23']
1.89273802E8 149.33	2015-07-24
['1.89273802E8', '149.33', '2015-07-24']
1.86156244E8 148.71	2015-07-27
['1.86156244E8', '148.71', '2015-07-27']
1.89433983E8 151.11	2015-07-28
['1.89433983E8', '151.11', '2015-07-28']
1.91610872E8 151.45	2015-07-29
['1.91610872E8', '151.45', '2015-07-29']
1.93730883E8 151.57	2015-07-30
['1.93730883E8', '151.57', '2015-07-30']
1.92111261E8 151.34	2015-07-31
['1.92111261E8', '151.34', '2015-07-31']
1.89755603E8 150.12	2015-08-03
['1.89755603E8', '150.12', '2015-08-03']
1.91567536E8 150.4	2015-08-04
['1.91567536E8', '150.4', '2015-08-04']
1.93333176E8 151.01	2015-08-05
['1.93333176E8', '151.01', '2015-08-05']
1.91568358E8 149.26	2015-08-06
['1.91568358E8', '149.26', '2015-08-06']
1.89898647E8 148.89	2015-08-07
['1.89898647E8', '148.89', '2015-08-07']
1.91470431E8 151.24	2015-08-10
['1.91470431E8', '151.24', '2015-08-10']
1.89659646E8 148.48	2015-08-11
['1.89659646E8', '148.48', '2015-08-11']
1.91713965E8 148.52	2015-08-12
['1.91713965E8', '148.52', '2015-08-12']
1.89920827E8 147.4	2015-08-13
['1.89920827E8', '147.4', '2015-08-13']
1.91322687E8 148.28	2015-08-14
['1.91322687E8', '148.28', '2015-08-14']
1.92971631E8 149.24	2015-08-17
['1.92971631E8', '149.24', '2015-08-17']
1.91265244E8 148.31	2015-08-18
['1.91265244E8', '148.31', '2015-08-18']
1.88739503E8 145.87	2015-08-19
['1.88739503E8', '145.87', '2015-08-19']
1.85460731E8 143.35	2015-08-20
['1.85460731E8', '143.35', '2015-08-20']
1.80022913E8 142.09	2015-08-21
['1.80022913E8', '142.09', '2015-08-21']
1.72752918E8 138.58	2015-08-24
['1.72752918E8', '138.58', '2015-08-24']
1.67329055E8 137.64	2015-08-25
['1.67329055E8', '137.64', '2015-08-25']
1.71885624E8 142.72	2015-08-26
['1.71885624E8', '142.72', '2015-08-26']
1.75973638E8 143.9	2015-08-27
['1.75973638E8', '143.9', '2015-08-27']
1.78637871E8 144.21	2015-08-28
['1.78637871E8', '144.21', '2015-08-28']
1.76130923E8 142.14	2015-08-31
['1.76130923E8', '142.14', '2015-08-31']
1.72470819E8 138.5	2015-09-01
['1.72470819E8', '138.5', '2015-09-01']
1.75766055E8 141.24	2015-09-02
['1.75766055E8', '141.24', '2015-09-02']
1.78355182E8 141.74	2015-09-03
['1.78355182E8', '141.74', '2015-09-03']
1.7516547E8 139.84	2015-09-04
['1.7516547E8', '139.84', '2015-09-04']
1.77587876E8 143.43	2015-09-08
['1.77587876E8', '143.43', '2015-09-08']
1.74957159E8 140.86	2015-09-09
['1.74957159E8', '140.86', '2015-09-09']
1.72930484E8 140.78	2015-09-10
['1.72930484E8', '140.78', '2015-09-10']
1.75435668E8 141.26	2015-09-11
['1.75435668E8', '141.26', '2015-09-11']
1.73158604E8 140.81	2015-09-14
['1.73158604E8', '140.81', '2015-09-14']
1.75847343E8 143.6	2015-09-15
['1.75847343E8', '143.6', '2015-09-15']
1.77907796E8 144.2	2015-09-16
['1.77907796E8', '144.2', '2015-09-16']
1.75083205E8 142.95	2015-09-17
['1.75083205E8', '142.95', '2015-09-17']
1.68569945E8 139.62	2015-09-18
['1.68569945E8', '139.62', '2015-09-18']
1.71062562E8 140.04	2015-09-21
['1.71062562E8', '140.04', '2015-09-21']
1.68289546E8 138.02	2015-09-22
['1.68289546E8', '138.02', '2015-09-22']
1.65605045E8 137.66	2015-09-23
['1.65605045E8', '137.66', '2015-09-23']
1.62931197E8 137.58	2015-09-24
['1.62931197E8', '137.58', '2015-09-24']
1.66691506E8 139.56	2015-09-25
['1.66691506E8', '139.56', '2015-09-25']
1.63257494E8 138.38	2015-09-28
['1.63257494E8', '138.38', '2015-09-28']
1.68192083E8 141.55	2015-09-29
['1.68192083E8', '141.55', '2015-09-29']
1.71802002E8 141.77	2015-09-30
['1.71802002E8', '141.77', '2015-09-30']
1.6931575E8 140.8	2015-10-01
['1.6931575E8', '140.8', '2015-10-01']
1.72365967E8 143.2	2015-10-02
['1.72365967E8', '143.2', '2015-10-02']
1.75348902E8 146.32	2015-10-05
['1.75348902E8', '146.32', '2015-10-05']
1.73110778E8 145.79	2015-10-06
['1.73110778E8', '145.79', '2015-10-06']
1.75064819E8 147.54	2015-10-07
['1.75064819E8', '147.54', '2015-10-07']
1.7706881E8 149.48	2015-10-08
['1.7706881E8', '149.48', '2015-10-08']
1.79357352E8 149.9	2015-10-09
['1.79357352E8', '149.9', '2015-10-09']
1.80783437E8 150.06	2015-10-12
['1.80783437E8', '150.06', '2015-10-12']
1.78758992E8 149.11	2015-10-13
['1.78758992E8', '149.11', '2015-10-13']
1.76500749E8 148.32	2015-10-14
['1.76500749E8', '148.32', '2015-10-14']
1.79089247E8 149.19	2015-10-15
['1.79089247E8', '149.19', '2015-10-15']
1.76598762E8 148.7	2015-10-16
['1.76598762E8', '148.7', '2015-10-16']
1.74594608E8 148.0	2015-10-19
['1.74594608E8', '148.0', '2015-10-19']
1.77003782E8 149.11	2015-10-20
['1.77003782E8', '149.11', '2015-10-20']
1.80013659E8 149.82	2015-10-21
['1.80013659E8', '149.82', '2015-10-21']
1.85112693E8 156.0	2015-10-22
['1.85112693E8', '156.0', '2015-10-22']
1.82157147E8 155.79	2015-10-23
['1.82157147E8', '155.79', '2015-10-23']
1.84293237E8 156.54	2015-10-26
['1.84293237E8', '156.54', '2015-10-26']
1.86261653E8 156.73	2015-10-27
['1.86261653E8', '156.73', '2015-10-27']
1.88982183E8 158.08	2015-10-28
['1.88982183E8', '158.08', '2015-10-28']
1.8753396E8 157.61	2015-10-29
['1.8753396E8', '157.61', '2015-10-29']
1.8486871E8 157.21	2015-10-30
['1.8486871E8', '157.21', '2015-10-30']
1.87563921E8 159.92	2015-11-02
['1.87563921E8', '159.92', '2015-11-02']
1.84597471E8 158.75	2015-11-03
['1.84597471E8', '158.75', '2015-11-03']
1.86851495E8 158.91	2015-11-04
['1.86851495E8', '158.91', '2015-11-04']
1.88874874E8 158.99	2015-11-05
['1.88874874E8', '158.99', '2015-11-05']
1.90734812E8 159.26	2015-11-06
['1.90734812E8', '159.26', '2015-11-06']
1.88315335E8 157.47	2015-11-09
['1.88315335E8', '157.47', '2015-11-09']
1.90277189E8 157.59	2015-11-10
['1.90277189E8', '157.59', '2015-11-10']
1.9280153E8 159.05	2015-11-11
['1.9280153E8', '159.05', '2015-11-11']
1.90505347E8 156.3	2015-11-12
['1.90505347E8', '156.3', '2015-11-12']
1.88075553E8 155.65	2015-11-13
['1.88075553E8', '155.65', '2015-11-13']
1.90467403E8 158.21	2015-11-16
['1.90467403E8', '158.21', '2015-11-16']
1.88076624E8 157.03	2015-11-17
['1.88076624E8', '157.03', '2015-11-17']
1.90287973E8 157.39	2015-11-18
['1.90287973E8', '157.39', '2015-11-18']
1.91804251E8 158.38	2015-11-19
['1.91804251E8', '158.38', '2015-11-19']
1.93695364E8 158.95	2015-11-20
['1.93695364E8', '158.95', '2015-11-20']
1.92264954E8 158.65	2015-11-23
['1.92264954E8', '158.65', '2015-11-23']
1.90164329E8 157.75	2015-11-24
['1.90164329E8', '157.75', '2015-11-24']
1.88980167E8 157.63	2015-11-25
['1.88980167E8', '157.63', '2015-11-25']
1.89856247E8 157.99	2015-11-27
['1.89856247E8', '157.99', '2015-11-27']
1.87198206E8 156.58	2015-11-30
['1.87198206E8', '156.58', '2015-11-30']
1.89456999E8 156.9	2015-12-01
['1.89456999E8', '156.9', '2015-12-01']
1.87424668E8 155.7	2015-12-02
['1.87424668E8', '155.7', '2015-12-02']
1.84815165E8 154.38	2015-12-03
['1.84815165E8', '154.38', '2015-12-03']
1.86990945E8 158.22	2015-12-04
['1.86990945E8', '158.22', '2015-12-04']
1.84848161E8 157.75	2015-12-07
['1.84848161E8', '157.75', '2015-12-07']
1.82497738E8 156.79	2015-12-08
['1.82497738E8', '156.79', '2015-12-08']
1.798369E8 156.05	2015-12-09
['1.798369E8', '156.05', '2015-12-09']
1.82388144E8 157.52	2015-12-10
['1.82388144E8', '157.52', '2015-12-10']
1.79864952E8 154.83	2015-12-11
['1.79864952E8', '154.83', '2015-12-11']
1.83313638E8 157.63	2015-12-14
['1.83313638E8', '157.63', '2015-12-14']
1.74667733E8 148.13	2015-12-15
['1.74667733E8', '148.13', '2015-12-15']
1.79441867E8 149.95	2015-12-16
['1.79441867E8', '149.95', '2015-12-16']
1.76387965E8 148.85	2015-12-17
['1.76387965E8', '148.85', '2015-12-17']
1.70651533E8 146.92	2015-12-18
['1.70651533E8', '146.92', '2015-12-18']
1.72935944E8 147.48	2015-12-21
['1.72935944E8', '147.48', '2015-12-21']
1.75464605E8 148.97	2015-12-22
['1.75464605E8', '148.97', '2015-12-22']
1.77679951E8 151.16	2015-12-23
['1.77679951E8', '151.16', '2015-12-23']
1.78528354E8 151.19	2015-12-24
['1.78528354E8', '151.19', '2015-12-24']
1.79803538E8 151.22	2015-12-28
['1.79803538E8', '151.22', '2015-12-28']
1.81628233E8 152.89	2015-12-29
['1.81628233E8', '152.89', '2015-12-29']
1.80075158E8 151.91	2015-12-30
['1.80075158E8', '151.91', '2015-12-30']
1.78468056E8 150.64	2015-12-31
['1.78468056E8', '150.64', '2015-12-31']
1.81156138E8 147.46	2016-01-05
['1.81156138E8', '147.46', '2016-01-05']
1.78159012E8 144.49	2016-01-06
['1.78159012E8', '144.49', '2016-01-06']
1.74605493E8 140.97	2016-01-07
['1.74605493E8', '140.97', '2016-01-07']
1.71941514E8 140.49	2016-01-08
['1.71941514E8', '140.49', '2016-01-08']
1.69165987E8 140.46	2016-01-11
['1.69165987E8', '140.46', '2016-01-11']
1.71529599E8 140.86	2016-01-12
['1.71529599E8', '140.86', '2016-01-12']
1.68950315E8 138.72	2016-01-13
['1.68950315E8', '138.72', '2016-01-13']
1.72670539E8 141.18	2016-01-14
['1.72670539E8', '141.18', '2016-01-14']
1.68038201E8 138.69	2016-01-15
['1.68038201E8', '138.69', '2016-01-15']
1.64649305E8 138.39	2016-01-19
['1.64649305E8', '138.39', '2016-01-19']
1.60519366E8 136.96	2016-01-20
['1.60519366E8', '136.96', '2016-01-20']
1.63874535E8 137.76	2016-01-21
['1.63874535E8', '137.76', '2016-01-21']
1.66853609E8 139.52	2016-01-22
['1.66853609E8', '139.52', '2016-01-22']
1.64059231E8 137.57	2016-01-25
['1.64059231E8', '137.57', '2016-01-25']
1.69185008E8 144.78	2016-01-26
['1.69185008E8', '144.78', '2016-01-26']
1.7276919E8 145.55	2016-01-27
['1.7276919E8', '145.55', '2016-01-27']
1.75837055E8 147.32	2016-01-28
['1.75837055E8', '147.32', '2016-01-28']
1.7980942E8 151.0	2016-01-29
['1.7980942E8', '151.0', '2016-01-29']
1.77109593E8 148.73	2016-02-01
['1.77109593E8', '148.73', '2016-02-01']
1.73533752E8 147.87	2016-02-02
['1.73533752E8', '147.87', '2016-02-02']
1.7923699E8 152.52	2016-02-03
['1.7923699E8', '152.52', '2016-02-03']
1.82682207E8 153.44	2016-02-04
['1.82682207E8', '153.44', '2016-02-04']
1.86036953E8 153.47	2016-02-05
['1.86036953E8', '153.47', '2016-02-05']
1.8853833E8 153.9	2016-02-08
['1.8853833E8', '153.9', '2016-02-08']
1.91489944E8 154.74	2016-02-09
['1.91489944E8', '154.74', '2016-02-09']
1.88577959E8 152.45	2016-02-10
['1.88577959E8', '152.45', '2016-02-10']
1.85430205E8 150.67	2016-02-11
['1.85430205E8', '150.67', '2016-02-11']
1.87711681E8 153.96	2016-02-12
['1.87711681E8', '153.96', '2016-02-12']
1.89829307E8 155.53	2016-02-16
['1.89829307E8', '155.53', '2016-02-16']
1.91983308E8 156.62	2016-02-17
['1.91983308E8', '156.62', '2016-02-17']
1.93991805E8 156.78	2016-02-18
['1.93991805E8', '156.78', '2016-02-18']
1.91870505E8 156.45	2016-02-19
['1.91870505E8', '156.45', '2016-02-19']
1.94031328E8 157.7	2016-02-22
['1.94031328E8', '157.7', '2016-02-22']
1.92121466E8 156.17	2016-02-23
['1.92121466E8', '156.17', '2016-02-23']
1.94058902E8 157.22	2016-02-24
['1.94058902E8', '157.22', '2016-02-24']
1.95777014E8 158.99	2016-02-25
['1.95777014E8', '158.99', '2016-02-25']
1.93933363E8 158.27	2016-02-26
['1.93933363E8', '158.27', '2016-02-26']
1.91952399E8 156.87	2016-02-29
['1.91952399E8', '156.87', '2016-02-29']
1.94156524E8 159.59	2016-03-01
['1.94156524E8', '159.59', '2016-03-01']
1.92349792E8 159.41	2016-03-02
['1.92349792E8', '159.41', '2016-03-02']
1.90423753E8 159.38	2016-03-03
['1.90423753E8', '159.38', '2016-03-03']
1.92190079E8 160.07	2016-03-04
['1.92190079E8', '160.07', '2016-03-04']
1.94201869E8 160.57	2016-03-07
['1.94201869E8', '160.57', '2016-03-07']
1.9219116E8 160.2	2016-03-08
['1.9219116E8', '160.2', '2016-03-08']
1.90307985E8 160.09	2016-03-09
['1.90307985E8', '160.09', '2016-03-09']
1.88433325E8 159.89	2016-03-10
['1.88433325E8', '159.89', '2016-03-10']
1.90129667E8 161.88	2016-03-11
['1.90129667E8', '161.88', '2016-03-11']
1.88382349E8 161.81	2016-03-14
['1.88382349E8', '161.81', '2016-03-14']
1.90210591E8 162.41	2016-03-15
['1.90210591E8', '162.41', '2016-03-15']
1.92133385E8 162.89	2016-03-16
['1.92133385E8', '162.89', '2016-03-16']
1.94923361E8 163.75	2016-03-17
['1.94923361E8', '163.75', '2016-03-17']
2.0077195E8 165.33	2016-03-18
['2.0077195E8', '165.33', '2016-03-18']
1.98678572E8 164.84	2016-03-21
['1.98678572E8', '164.84', '2016-03-21']
2.00818475E8 164.91	2016-03-22
['2.00818475E8', '164.91', '2016-03-22']
1.9852005E8 164.27	2016-03-23
['1.9852005E8', '164.27', '2016-03-23']
2.00386487E8 164.46	2016-03-24
['2.00386487E8', '164.46', '2016-03-24']
2.02723194E8 166.28	2016-03-28
['2.02723194E8', '166.28', '2016-03-28']
2.0019819E8 164.39	2016-03-29
['2.0019819E8', '164.39', '2016-03-29']
2.02393542E8 166.75	2016-03-30
['2.02393542E8', '166.75', '2016-03-30']
2.00616677E8 166.63	2016-03-31
['2.00616677E8', '166.63', '2016-03-31']
2.02628246E8 167.53	2016-04-01
['2.02628246E8', '167.53', '2016-04-01']
2.00606205E8 166.4	2016-04-04
['2.00606205E8', '166.4', '2016-04-04']
1.98990093E8 165.81	2016-04-05
['1.98990093E8', '165.81', '2016-04-05']
2.01082276E8 166.81	2016-04-06
['2.01082276E8', '166.81', '2016-04-06']
2.0380416E8 167.16	2016-04-07
['2.0380416E8', '167.16', '2016-04-07']
2.02074859E8 166.63	2016-04-08
['2.02074859E8', '166.63', '2016-04-08']
2.00557746E8 166.59	2016-04-11
['2.00557746E8', '166.59', '2016-04-11']
2.02194214E8 168.03	2016-04-12
['2.02194214E8', '168.03', '2016-04-12']
2.03740125E8 168.59	2016-04-13
['2.03740125E8', '168.59', '2016-04-13']
2.02526725E8 168.16	2016-04-14
['2.02526725E8', '168.16', '2016-04-14']
2.03940248E8 168.78	2016-04-15
['2.03940248E8', '168.78', '2016-04-15']
2.05086841E8 169.55	2016-04-18
['2.05086841E8', '169.55', '2016-04-18']
2.06936261E8 169.65	2016-04-19
['2.06936261E8', '169.65', '2016-04-19']
2.05496593E8 168.94	2016-04-20
['2.05496593E8', '168.94', '2016-04-20']
2.03861617E8 168.66	2016-04-21
['2.03861617E8', '168.66', '2016-04-21']
2.03861617E8 168.66	2016-04-22
['2.03861617E8', '168.66', '2016-04-22']
2.014853E8 168.38	2016-04-25
['2.014853E8', '168.38', '2016-04-25']
1.98294452E8 166.18	2016-04-26
['1.98294452E8', '166.18', '2016-04-26']
2.00517966E8 167.76	2016-04-27
['2.00517966E8', '167.76', '2016-04-27']
1.98863412E8 167.0	2016-04-28
['1.98863412E8', '167.0', '2016-04-28']
2.00824604E8 167.38	2016-04-29
['2.00824604E8', '167.38', '2016-04-29']
2.02524693E8 168.34	2016-05-02
['2.02524693E8', '168.34', '2016-05-02']
2.00607588E8 167.97	2016-05-03
['2.00607588E8', '167.97', '2016-05-03']
1.98489794E8 167.16	2016-05-04
['1.98489794E8', '167.16', '2016-05-04']
2.00169997E8 167.77	2016-05-05
['2.00169997E8', '167.77', '2016-05-05']
2.0179967E8 168.89	2016-05-06
['2.0179967E8', '168.89', '2016-05-06']
2.00498608E8 168.52	2016-05-09
['2.00498608E8', '168.52', '2016-05-09']
2.02231176E8 170.26	2016-05-10
['2.02231176E8', '170.26', '2016-05-10']
2.0045069E8 169.77	2016-05-11
['2.0045069E8', '169.77', '2016-05-11']
2.0219259E8 170.15	2016-05-12
['2.0219259E8', '170.15', '2016-05-12']
2.00333006E8 168.32	2016-05-13
['2.00333006E8', '168.32', '2016-05-13']
2.02158608E8 169.55	2016-05-16
['2.02158608E8', '169.55', '2016-05-16']
2.00032803E8 167.81	2016-05-17
['2.00032803E8', '167.81', '2016-05-17']
1.98413711E8 166.82	2016-05-18
['1.98413711E8', '166.82', '2016-05-18']
1.96756834E8 165.11	2016-05-19
['1.96756834E8', '165.11', '2016-05-19']
1.9500994E8 165.01	2016-05-20
['1.9500994E8', '165.01', '2016-05-20']
1.96660052E8 166.11	2016-05-23
['1.96660052E8', '166.11', '2016-05-23']
1.98287563E8 168.63	2016-05-24
['1.98287563E8', '168.63', '2016-05-24']
2.00146046E8 169.99	2016-05-25
['2.00146046E8', '169.99', '2016-05-25']
1.98586152E8 168.91	2016-05-26
['1.98586152E8', '168.91', '2016-05-26']
1.9748715E8 168.89	2016-05-27
['1.9748715E8', '168.89', '2016-05-27']
1.95317553E8 168.32	2016-05-31
['1.95317553E8', '168.32', '2016-05-31']
1.9654574E8 168.69	2016-06-01
['1.9654574E8', '168.69', '2016-06-01']
1.94565156E8 168.04	2016-06-02
['1.94565156E8', '168.04', '2016-06-02']
1.95998647E8 168.38	2016-06-03
['1.95998647E8', '168.38', '2016-06-03']
1.97509371E8 170.08	2016-06-06
['1.97509371E8', '170.08', '2016-06-06']
1.99232472E8 170.91	2016-06-07
['1.99232472E8', '170.91', '2016-06-07']
2.00917339E8 171.42	2016-06-08
['2.00917339E8', '171.42', '2016-06-08']
1.98708565E8 170.13	2016-06-09
['1.98708565E8', '170.13', '2016-06-09']
1.96585213E8 168.56	2016-06-10
['1.96585213E8', '168.56', '2016-06-10']
1.94455332E8 167.13	2016-06-13
['1.94455332E8', '167.13', '2016-06-13']
1.96476994E8 167.61	2016-06-14
['1.96476994E8', '167.61', '2016-06-14']
1.98171227E8 167.8	2016-06-15
['1.98171227E8', '167.8', '2016-06-15']
2.00803365E8 169.93	2016-06-16
['2.00803365E8', '169.93', '2016-06-16']
1.97355405E8 168.94	2016-06-17
['1.97355405E8', '168.94', '2016-06-17']
1.9951819E8 171.23	2016-06-20
['1.9951819E8', '171.23', '2016-06-20']
2.0140765E8 171.37	2016-06-21
['2.0140765E8', '171.37', '2016-06-21']
2.00038043E8 171.23	2016-06-22
['2.00038043E8', '171.23', '2016-06-22']
2.020596E8 174.11	2016-06-23
['2.020596E8', '174.11', '2016-06-23']
1.97492084E8 169.12	2016-06-24
['1.97492084E8', '169.12', '2016-06-24']
1.94935638E8 167.19	2016-06-27
['1.94935638E8', '167.19', '2016-06-27']
1.97172912E8 169.59	2016-06-28
['1.97172912E8', '169.59', '2016-06-28']
1.99066993E8 171.52	2016-06-29
['1.99066993E8', '171.52', '2016-06-29']
2.01516391E8 175.12	2016-06-30
['2.01516391E8', '175.12', '2016-06-30']
2.0344726E8 175.54	2016-07-01
['2.0344726E8', '175.54', '2016-07-01']
2.05800814E8 175.63	2016-07-05
['2.05800814E8', '175.63', '2016-07-05']
2.03417528E8 175.16	2016-07-06
['2.03417528E8', '175.16', '2016-07-06']
2.01575156E8 174.87	2016-07-07
['2.01575156E8', '174.87', '2016-07-07']
2.0430175E8 177.12	2016-07-08
['2.0430175E8', '177.12', '2016-07-08']
2.05961235E8 178.01	2016-07-11
['2.05961235E8', '178.01', '2016-07-11']
2.07883858E8 179.16	2016-07-12
['2.07883858E8', '179.16', '2016-07-12']
2.0937532E8 179.21	2016-07-13
['2.0937532E8', '179.21', '2016-07-13']
2.112796E8 180.9	2016-07-14
['2.112796E8', '180.9', '2016-07-14']
2.13754843E8 181.4	2016-07-15
['2.13754843E8', '181.4', '2016-07-15']
2.12530462E8 181.11	2016-07-18
['2.12530462E8', '181.11', '2016-07-18']
2.13581764E8 181.24	2016-07-19
['2.13581764E8', '181.24', '2016-07-19']
2.14995099E8 181.42	2016-07-20
['2.14995099E8', '181.42', '2016-07-20']
2.13055178E8 180.26	2016-07-21
['2.13055178E8', '180.26', '2016-07-21']
2.14260768E8 180.44	2016-07-22
['2.14260768E8', '180.44', '2016-07-22']
2.12323734E8 179.63	2016-07-25
['2.12323734E8', '179.63', '2016-07-25']
2.08902156E8 177.66	2016-07-26
['2.08902156E8', '177.66', '2016-07-26']
2.11261835E8 178.27	2016-07-27
['2.11261835E8', '178.27', '2016-07-27']
2.0946236E8 177.98	2016-07-28
['2.0946236E8', '177.98', '2016-07-28']
2.11084275E8 178.36	2016-07-29
['2.11084275E8', '178.36', '2016-07-29']
2.09485924E8 178.29	2016-08-01
['2.09485924E8', '178.29', '2016-08-01']
2.11601007E8 178.36	2016-08-02
['2.11601007E8', '178.36', '2016-08-02']
2.13020257E8 178.38	2016-08-03
['2.13020257E8', '178.38', '2016-08-03']
2.11947916E8 177.81	2016-08-04
['2.11947916E8', '177.81', '2016-08-04']
2.1374739E8 178.57	2016-08-05
['2.1374739E8', '178.57', '2016-08-05']
2.15075083E8 178.58	2016-08-08
['2.15075083E8', '178.58', '2016-08-08']
2.13976232E8 178.39	2016-08-09
['2.13976232E8', '178.39', '2016-08-09']
2.15202492E8 178.82	2016-08-10
['2.15202492E8', '178.82', '2016-08-10']
2.17245929E8 181.0	2016-08-11
['2.17245929E8', '181.0', '2016-08-11']
2.16013073E8 180.27	2016-08-12
['2.16013073E8', '180.27', '2016-08-12']
2.1728132E8 180.56	2016-08-15
