['9.5824216E7', '127.66', '2013-12-16']
1.02036491E8 131.39	2013-12-17
['1.02036491E8', '131.39', '2013-12-17']
1.07616692E8 135.8	2013-12-18
['1.07616692E8', '135.8', '2013-12-18']
1.11697716E8 136.41	2013-12-19
['1.11697716E8', '136.41', '2013-12-19']
1.17554569E8 136.72	2013-12-20
['1.17554569E8', '136.72', '2013-12-20']
1.20998125E8 136.8	2013-12-23
['1.20998125E8', '136.8', '2013-12-23']
1.22309801E8 136.99	2013-12-24
['1.22309801E8', '136.99', '2013-12-24']
1.24467986E8 138.29	2013-12-26
['1.24467986E8', '138.29', '2013-12-26']
1.26363088E8 139.35	2013-12-27
['1.26363088E8', '139.35', '2013-12-27']
1.28077342E8 139.42	2013-12-30
['1.28077342E8', '139.42', '2013-12-30']
1.29923871E8 140.25	2013-12-31
['1.29923871E8', '140.25', '2013-12-31']
1.32057207E8 138.45	2014-01-03
['1.32057207E8', '138.45', '2014-01-03']
1.29345152E8 137.63	2014-01-06
['1.29345152E8', '137.63', '2014-01-06']
1.31870681E8 137.65	2014-01-07
['1.31870681E8', '137.65', '2014-01-07']
1.28748007E8 136.63	2014-01-08
['1.28748007E8', '136.63', '2014-01-08']
1.26208055E8 136.45	2014-01-09
['1.26208055E8', '136.45', '2014-01-09']
1.22953726E8 136.18	2014-01-10
['1.22953726E8', '136.18', '2014-01-10']
1.20320298E8 134.68	2014-01-13
['1.20320298E8', '134.68', '2014-01-13']
1.22800468E8 137.41	2014-01-14
['1.22800468E8', '137.41', '2014-01-14']
1.25843966E8 138.44	2014-01-15
['1.25843966E8', '138.44', '2014-01-15']
1.24051289E8 138.16	2014-01-16
['1.24051289E8', '138.16', '2014-01-16']
1.21715734E8 137.31	2014-01-17
['1.21715734E8', '137.31', '2014-01-17']
1.19009983E8 136.99	2014-01-21
['1.19009983E8', '136.99', '2014-01-21']
1.16891017E8 136.48	2014-01-22
['1.16891017E8', '136.48', '2014-01-22']
1.14170763E8 134.71	2014-01-23
['1.14170763E8', '134.71', '2014-01-23']
1.10386763E8 130.22	2014-01-24
['1.10386763E8', '130.22', '2014-01-24']
1.07073448E8 128.96	2014-01-27
['1.07073448E8', '128.96', '2014-01-27']
1.09807984E8 129.81	2014-01-28
['1.09807984E8', '129.81', '2014-01-28']
1.1339312E8 130.25	2014-01-29
['1.1339312E8', '130.25', '2014-01-29']
1.09289326E8 128.05	2014-01-30
['1.09289326E8', '128.05', '2014-01-30']
1.13004692E8 128.19	2014-01-31
['1.13004692E8', '128.19', '2014-01-31']
1.08758988E8 123.9	2014-02-03
['1.08758988E8', '123.9', '2014-02-03']
1.1618259E8 126.72	2014-02-04
['1.1618259E8', '126.72', '2014-02-04']
1.2114272E8 127.36	2014-02-05
['1.2114272E8', '127.36', '2014-02-05']
1.24971151E8 128.9	2014-02-06
['1.24971151E8', '128.9', '2014-02-06']
1.28242971E8 130.33	2014-02-07
['1.28242971E8', '130.33', '2014-02-07']
1.24925611E8 129.7	2014-02-10
['1.24925611E8', '129.7', '2014-02-10']
1.27529848E8 130.98	2014-02-11
['1.27529848E8', '130.98', '2014-02-11']
1.25429202E8 130.44	2014-02-12
['1.25429202E8', '130.44', '2014-02-12']
1.22578595E8 130.14	2014-02-13
['1.22578595E8', '130.14', '2014-02-13']
1.25610184E8 132.12	2014-02-14
['1.25610184E8', '132.12', '2014-02-14']
1.22733614E8 131.8	2014-02-18
['1.22733614E8', '131.8', '2014-02-18']
1.20014255E8 130.56	2014-02-19
['1.20014255E8', '130.56', '2014-02-19']
1.22170084E8 131.56	2014-02-20
['1.22170084E8', '131.56', '2014-02-20']
1.24744353E8 131.57	2014-02-21
['1.24744353E8', '131.57', '2014-02-21']
1.27198639E8 132.2	2014-02-24
['1.27198639E8', '132.2', '2014-02-24']
1.30064222E8 132.93	2014-02-25
['1.30064222E8', '132.93', '2014-02-25']
1.27293119E8 132.86	2014-02-26
['1.27293119E8', '132.86', '2014-02-26']
1.30417091E8 134.34	2014-02-27
['1.30417091E8', '134.34', '2014-02-27']
1.33596799E8 134.73	2014-02-28
['1.33596799E8', '134.73', '2014-02-28']
1.3078202E8 132.21	2014-03-03
['1.3078202E8', '132.21', '2014-03-03']
1.37757629E8 132.68	2014-03-04
['1.37757629E8', '132.68', '2014-03-04']
1.41309072E8 133.85	2014-03-05
['1.41309072E8', '133.85', '2014-03-05']
1.43545888E8 134.08	2014-03-06
['1.43545888E8', '134.08', '2014-03-06']
1.45927279E8 134.11	2014-03-07
['1.45927279E8', '134.11', '2014-03-07']
1.43961028E8 133.56	2014-03-10
['1.43961028E8', '133.56', '2014-03-10']
1.42032094E8 132.51	2014-03-11
['1.42032094E8', '132.51', '2014-03-11']
1.44669079E8 132.57	2014-03-12
['1.44669079E8', '132.57', '2014-03-12']
1.42148262E8 130.81	2014-03-13
['1.42148262E8', '130.81', '2014-03-13']
1.39173152E8 129.83	2014-03-14
['1.39173152E8', '129.83', '2014-03-14']
1.41702588E8 132.27	2014-03-17
['1.41702588E8', '132.27', '2014-03-17']
1.43735424E8 132.74	2014-03-18
['1.43735424E8', '132.74', '2014-03-18']
1.41594397E8 131.23	2014-03-19
['1.41594397E8', '131.23', '2014-03-19']
1.44171872E8 132.43	2014-03-20
['1.44171872E8', '132.43', '2014-03-20']
1.50092247E8 133.12	2014-03-21
['1.50092247E8', '133.12', '2014-03-21']
1.47292631E8 132.42	2014-03-24
['1.47292631E8', '132.42', '2014-03-24']
1.50190754E8 134.06	2014-03-25
['1.50190754E8', '134.06', '2014-03-25']
1.47871865E8 133.09	2014-03-26
['1.47871865E8', '133.09', '2014-03-26']
1.45462078E8 132.84	2014-03-27
['1.45462078E8', '132.84', '2014-03-27']
1.47368574E8 134.2	2014-03-28
['1.47368574E8', '134.2', '2014-03-28']
1.50080527E8 135.66	2014-03-31
['1.50080527E8', '135.66', '2014-03-31']
1.52451572E8 136.53	2014-04-01
['1.52451572E8', '136.53', '2014-04-01']
1.49170188E8 136.0	2014-04-02
['1.49170188E8', '136.0', '2014-04-02']
1.51847409E8 136.14	2014-04-03
['1.51847409E8', '136.14', '2014-04-03']
1.4911209E8 135.86	2014-04-04
['1.4911209E8', '135.86', '2014-04-04']
1.46304573E8 134.4	2014-04-07
['1.46304573E8', '134.4', '2014-04-07']
1.49198146E8 134.84	2014-04-08
['1.49198146E8', '134.84', '2014-04-08']
1.51870024E8 135.84	2014-04-09
['1.51870024E8', '135.84', '2014-04-09']
1.49012719E8 133.97	2014-04-10
['1.49012719E8', '133.97', '2014-04-10']
1.46644355E8 132.39	2014-04-11
['1.46644355E8', '132.39', '2014-04-11']
1.48702462E8 133.15	2014-04-14
['1.48702462E8', '133.15', '2014-04-14']
1.50821506E8 134.09	2014-04-15
['1.50821506E8', '134.09', '2014-04-15']
1.52956843E8 136.77	2014-04-16
['1.52956843E8', '136.77', '2014-04-16']
1.55602462E8 137.73	2014-04-17
['1.55602462E8', '137.73', '2014-04-17']
1.573836E8 138.62	2014-04-21
['1.573836E8', '138.62', '2014-04-21']
1.59636091E8 138.89	2014-04-22
['1.59636091E8', '138.89', '2014-04-22']
1.567885E8 137.99	2014-04-23
['1.567885E8', '137.99', '2014-04-23']
1.53940691E8 136.65	2014-04-24
['1.53940691E8', '136.65', '2014-04-24']
1.51847617E8 136.56	2014-04-25
['1.51847617E8', '136.56', '2014-04-25']
1.54091926E8 137.23	2014-04-28
['1.54091926E8', '137.23', '2014-04-28']
1.55912829E8 137.55	2014-04-29
['1.55912829E8', '137.55', '2014-04-29']
1.58819595E8 139.09	2014-04-30
['1.58819595E8', '139.09', '2014-04-30']
1.6281758E8 140.81	2014-05-01
['1.6281758E8', '140.81', '2014-05-01']
1.57059118E8 140.12	2014-05-02
['1.57059118E8', '140.12', '2014-05-02']
1.59770209E8 140.61	2014-05-05
['1.59770209E8', '140.61', '2014-05-05']
1.57470538E8 139.29	2014-05-06
['1.57470538E8', '139.29', '2014-05-06']
1.59709037E8 141.14	2014-05-07
['1.59709037E8', '141.14', '2014-05-07']
1.5776963E8 140.83	2014-05-08
['1.5776963E8', '140.83', '2014-05-08']
1.59862627E8 141.34	2014-05-09
['1.59862627E8', '141.34', '2014-05-09']
1.62834712E8 142.82	2014-05-12
['1.62834712E8', '142.82', '2014-05-12']
1.61139273E8 142.43	2014-05-13
['1.61139273E8', '142.43', '2014-05-13']
1.5902587E8 141.6	2014-05-14
['1.5902587E8', '141.6', '2014-05-14']
1.56637494E8 140.98	2014-05-15
['1.56637494E8', '140.98', '2014-05-15']
1.5853922E8 141.13	2014-05-16
['1.5853922E8', '141.13', '2014-05-16']
1.60068379E8 141.67	2014-05-19
['1.60068379E8', '141.67', '2014-05-19']
1.58223248E8 140.23	2014-05-20
['1.58223248E8', '140.23', '2014-05-20']
1.59864296E8 140.66	2014-05-21
['1.59864296E8', '140.66', '2014-05-21']
1.58314054E8 140.31	2014-05-22
['1.58314054E8', '140.31', '2014-05-22']
1.59523438E8 141.14	2014-05-23
['1.59523438E8', '141.14', '2014-05-23']
1.61035774E8 141.44	2014-05-27
['1.61035774E8', '141.44', '2014-05-27']
1.5946965E8 141.43	2014-05-28
['1.5946965E8', '141.43', '2014-05-28']
1.61093788E8 142.39	2014-05-29
['1.61093788E8', '142.39', '2014-05-29']
1.65002046E8 142.55	2014-05-30
['1.65002046E8', '142.55', '2014-05-30']
1.63319683E8 142.32	2014-06-02
['1.63319683E8', '142.32', '2014-06-02']
1.65381416E8 142.89	2014-06-03
['1.65381416E8', '142.89', '2014-06-03']
1.64045743E8 142.26	2014-06-04
['1.64045743E8', '142.26', '2014-06-04']
1.65588025E8 143.71	2014-06-05
['1.65588025E8', '143.71', '2014-06-05']
1.67357685E8 144.64	2014-06-06
['1.67357685E8', '144.64', '2014-06-06']
1.69158614E8 145.32	2014-06-09
['1.69158614E8', '145.32', '2014-06-09']
1.67458656E8 144.97	2014-06-10
['1.67458656E8', '144.97', '2014-06-10']
1.65968759E8 144.41	2014-06-11
['1.65968759E8', '144.41', '2014-06-11']
1.64129259E8 143.07	2014-06-12
['1.64129259E8', '143.07', '2014-06-12']
1.65505469E8 143.36	2014-06-13
['1.65505469E8', '143.36', '2014-06-13']
1.64231183E8 143.32	2014-06-16
['1.64231183E8', '143.32', '2014-06-16']
1.6544062E8 143.69	2014-06-17
['1.6544062E8', '143.69', '2014-06-17']
1.66781363E8 144.33	2014-06-18
['1.66781363E8', '144.33', '2014-06-18']
1.68341842E8 144.49	2014-06-19
['1.68341842E8', '144.49', '2014-06-19']
1.72546508E8 145.16	2014-06-20
['1.72546508E8', '145.16', '2014-06-20']
1.71156276E8 144.09	2014-06-23
['1.71156276E8', '144.09', '2014-06-23']
1.6975171E8 143.09	2014-06-24
['1.6975171E8', '143.09', '2014-06-24']
1.71073478E8 143.65	2014-06-25
['1.71073478E8', '143.65', '2014-06-25']
1.72564386E8 143.73	2014-06-26
['1.72564386E8', '143.73', '2014-06-26']
1.70582623E8 143.69	2014-06-27
['1.70582623E8', '143.69', '2014-06-27']
1.68704208E8 143.24	2014-06-30
['1.68704208E8', '143.24', '2014-06-30']
1.70471802E8 144.56	2014-07-01
['1.70471802E8', '144.56', '2014-07-01']
1.72093111E8 145.23	2014-07-02
['1.72093111E8', '145.23', '2014-07-02']
1.73235352E8 145.41	2014-07-03
['1.73235352E8', '145.41', '2014-07-03']
1.71977429E8 144.91	2014-07-07
['1.71977429E8', '144.91', '2014-07-07']
1.70380603E8 144.56	2014-07-08
['1.70380603E8', '144.56', '2014-07-08']
1.71902374E8 144.68	2014-07-09
['1.71902374E8', '144.68', '2014-07-09']
1.69832313E8 143.89	2014-07-10
['1.69832313E8', '143.89', '2014-07-10']
1.71740237E8 144.31	2014-07-11
['1.71740237E8', '144.31', '2014-07-11']
1.73854829E8 145.0	2014-07-14
['1.73854829E8', '145.0', '2014-07-14']
1.75810561E8 145.06	2014-07-15
['1.75810561E8', '145.06', '2014-07-15']
1.77782373E8 146.17	2014-07-16
['1.77782373E8', '146.17', '2014-07-16']
1.75003385E8 143.54	2014-07-17
['1.75003385E8', '143.54', '2014-07-17']
1.77136354E8 144.83	2014-07-18
['1.77136354E8', '144.83', '2014-07-18']
1.75615479E8 144.3	2014-07-21
['1.75615479E8', '144.3', '2014-07-21']
1.77223641E8 145.12	2014-07-22
['1.77223641E8', '145.12', '2014-07-22']
1.75373982E8 144.68	2014-07-23
['1.75373982E8', '144.68', '2014-07-23']
1.77954128E8 145.13	2014-07-24
['1.77954128E8', '145.13', '2014-07-24']
1.76352331E8 145.12	2014-07-25
['1.76352331E8', '145.12', '2014-07-25']
1.78354507E8 145.53	2014-07-28
['1.78354507E8', '145.53', '2014-07-28']
1.76065514E8 144.02	2014-07-29
['1.76065514E8', '144.02', '2014-07-29']
1.73607119E8 143.74	2014-07-30
['1.73607119E8', '143.74', '2014-07-30']
1.70034679E8 140.89	2014-07-31
['1.70034679E8', '140.89', '2014-07-31']
1.67528899E8 140.11	2014-08-01
['1.67528899E8', '140.11', '2014-08-01']
1.70023375E8 140.75	2014-08-04
['1.70023375E8', '140.75', '2014-08-04']
1.67854547E8 139.78	2014-08-05
['1.67854547E8', '139.78', '2014-08-05']
1.65175572E8 139.55	2014-08-06
['1.65175572E8', '139.55', '2014-08-06']
1.63283021E8 139.13	2014-08-07
['1.63283021E8', '139.13', '2014-08-07']
1.65985572E8 140.85	2014-08-08
['1.65985572E8', '140.85', '2014-08-08']
1.6406649E8 140.58	2014-08-11
['1.6406649E8', '140.58', '2014-08-11']
1.66242545E8 140.88	2014-08-12
['1.66242545E8', '140.88', '2014-08-12']
1.69346796E8 141.8	2014-08-13
['1.69346796E8', '141.8', '2014-08-13']
1.70933667E8 142.34	2014-08-14
['1.70933667E8', '142.34', '2014-08-14']
1.689727E8 141.92	2014-08-15
['1.689727E8', '141.92', '2014-08-15']
1.70828174E8 144.12	2014-08-18
['1.70828174E8', '144.12', '2014-08-18']
1.72421175E8 144.25	2014-08-19
['1.72421175E8', '144.25', '2014-08-19']
1.7471998E8 144.6	2014-08-20
['1.7471998E8', '144.6', '2014-08-20']
1.73244228E8 144.5	2014-08-21
['1.73244228E8', '144.5', '2014-08-21']
1.71696685E8 144.13	2014-08-22
['1.71696685E8', '144.13', '2014-08-22']
1.72709799E8 144.7	2014-08-25
['1.72709799E8', '144.7', '2014-08-25']
1.70893774E8 144.6	2014-08-26
['1.70893774E8', '144.6', '2014-08-26']
1.69491536E8 143.94	2014-08-27
['1.69491536E8', '143.94', '2014-08-27']
1.70805598E8 143.98	2014-08-28
['1.70805598E8', '143.98', '2014-08-28']
1.72343444E8 144.0	2014-08-29
['1.72343444E8', '144.0', '2014-08-29']
1.73922253E8 144.22	2014-09-02
['1.73922253E8', '144.22', '2014-09-02']
1.72388637E8 143.82	2014-09-03
['1.72388637E8', '143.82', '2014-09-03']
1.70838707E8 143.61	2014-09-04
['1.70838707E8', '143.61', '2014-09-04']
1.72828236E8 144.2	2014-09-05
['1.72828236E8', '144.2', '2014-09-05']
1.7527438E8 144.89	2014-09-08
['1.7527438E8', '144.89', '2014-09-08']
1.73529029E8 144.46	2014-09-09
['1.73529029E8', '144.46', '2014-09-09']
1.75087815E8 144.64	2014-09-10
['1.75087815E8', '144.64', '2014-09-10']
1.73622455E8 144.35	2014-09-11
['1.73622455E8', '144.35', '2014-09-11']
1.71487011E8 143.94	2014-09-12
['1.71487011E8', '143.94', '2014-09-12']
1.73354991E8 144.48	2014-09-15
['1.73354991E8', '144.48', '2014-09-15']
1.75300067E8 144.85	2014-09-16
['1.75300067E8', '144.85', '2014-09-16']
1.78057088E8 145.37	2014-09-17
['1.78057088E8', '145.37', '2014-09-17']
1.8042417E8 146.84	2014-09-18
['1.8042417E8', '146.84', '2014-09-18']
1.7231796E8 146.69	2014-09-19
['1.7231796E8', '146.69', '2014-09-19']
1.70086951E8 145.71	2014-09-22
['1.70086951E8', '145.71', '2014-09-22']
1.68034927E8 144.37	2014-09-23
['1.68034927E8', '144.37', '2014-09-23']
1.70643173E8 144.88	2014-09-24
['1.70643173E8', '144.88', '2014-09-24']
1.67878962E8 142.48	2014-09-25
['1.67878962E8', '142.48', '2014-09-25']
1.64321249E8 142.42	2014-09-26
['1.64321249E8', '142.42', '2014-09-26']
1.61472971E8 142.19	2014-09-29
['1.61472971E8', '142.19', '2014-09-29']
1.58793765E8 141.68	2014-09-30
['1.58793765E8', '141.68', '2014-09-30']
1.55867904E8 139.18	2014-10-01
['1.55867904E8', '139.18', '2014-10-01']
1.5264397E8 138.67	2014-10-02
['1.5264397E8', '138.67', '2014-10-02']
1.56158067E8 140.17	2014-10-03
['1.56158067E8', '140.17', '2014-10-03']
1.58622766E8 140.34	2014-10-06
['1.58622766E8', '140.34', '2014-10-06']
1.5547775E8 137.68	2014-10-07
['1.5547775E8', '137.68', '2014-10-07']
1.59615531E8 141.41	2014-10-08
['1.59615531E8', '141.41', '2014-10-08']
1.55846206E8 138.64	2014-10-09
['1.55846206E8', '138.64', '2014-10-09']
1.48475859E8 133.83	2014-10-10
['1.48475859E8', '133.83', '2014-10-10']
1.43892095E8 132.9	2014-10-13
['1.43892095E8', '132.9', '2014-10-13']
1.47536374E8 134.18	2014-10-14
['1.47536374E8', '134.18', '2014-10-14']
1.52331044E8 134.22	2014-10-15
['1.52331044E8', '134.22', '2014-10-15']
1.55828239E8 135.05	2014-10-16
['1.55828239E8', '135.05', '2014-10-16']
1.59577365E8 137.4	2014-10-17
['1.59577365E8', '137.4', '2014-10-17']
1.62359899E8 137.6	2014-10-20
['1.62359899E8', '137.6', '2014-10-20']
1.65441061E8 140.93	2014-10-21
['1.65441061E8', '140.93', '2014-10-21']
1.61146635E8 138.95	2014-10-22
['1.61146635E8', '138.95', '2014-10-22']
1.68575027E8 145.05	2014-10-23
['1.68575027E8', '145.05', '2014-10-23']
1.73055908E8 148.59	2014-10-24
['1.73055908E8', '148.59', '2014-10-24']
1.75900021E8 149.56	2014-10-27
['1.75900021E8', '149.56', '2014-10-27']
1.7826825E8 151.06	2014-10-28
['1.7826825E8', '151.06', '2014-10-28']
1.76207601E8 151.01	2014-10-29
['1.76207601E8', '151.01', '2014-10-29']
1.78044109E8 152.1	2014-10-30
['1.78044109E8', '152.1', '2014-10-30']
1.81060428E8 153.77	2014-10-31
['1.81060428E8', '153.77', '2014-10-31']
1.78684001E8 153.3	2014-11-03
['1.78684001E8', '153.3', '2014-11-03']
1.8181262E8 155.05	2014-11-04
['1.8181262E8', '155.05', '2014-11-04']
1.8458301E8 155.69	2014-11-05
['1.8458301E8', '155.69', '2014-11-05']
1.86650182E8 156.05	2014-11-06
['1.86650182E8', '156.05', '2014-11-06']
1.88532935E8 156.55	2014-11-07
['1.88532935E8', '156.55', '2014-11-07']
1.89996405E8 157.66	2014-11-10
['1.89996405E8', '157.66', '2014-11-10']
1.88184379E8 157.11	2014-11-11
['1.88184379E8', '157.11', '2014-11-11']
1.89685086E8 157.68	2014-11-12
['1.89685086E8', '157.68', '2014-11-12']
1.92060138E8 158.35	2014-11-13
['1.92060138E8', '158.35', '2014-11-13']
1.93846421E8 158.85	2014-11-14
['1.93846421E8', '158.85', '2014-11-14']
1.92172118E8 158.69	2014-11-17
['1.92172118E8', '158.69', '2014-11-17']
1.94484324E8 160.15	2014-11-18
['1.94484324E8', '160.15', '2014-11-18']
1.92169662E8 158.83	2014-11-19
['1.92169662E8', '158.83', '2014-11-19']
1.93918645E8 159.36	2014-11-20
['1.93918645E8', '159.36', '2014-11-20']
1.96390648E8 160.16	2014-11-21
['1.96390648E8', '160.16', '2014-11-21']
1.9403244E8 159.88	2014-11-24
['1.9403244E8', '159.88', '2014-11-24']
1.90386097E8 158.06	2014-11-25
['1.90386097E8', '158.06', '2014-11-25']
1.92209321E8 158.31	2014-11-26
['1.92209321E8', '158.31', '2014-11-26']
1.93774808E8 160.09	2014-11-28
['1.93774808E8', '160.09', '2014-11-28']
1.91272688E8 158.16	2014-12-01
['1.91272688E8', '158.16', '2014-12-01']
1.93777079E8 160.6	2014-12-02
['1.93777079E8', '160.6', '2014-12-02']
1.96817334E8 162.26	2014-12-03
['1.96817334E8', '162.26', '2014-12-03']
1.96817334E8 162.26	2014-12-04
['1.96817334E8', '162.26', '2014-12-04']
1.98540308E8 162.27	2014-12-05
['1.98540308E8', '162.27', '2014-12-05']
1.96635149E8 160.93	2014-12-08
['1.96635149E8', '160.93', '2014-12-08']
1.94583339E8 160.83	2014-12-09
['1.94583339E8', '160.83', '2014-12-09']
1.91331776E8 158.24	2014-12-10
['1.91331776E8', '158.24', '2014-12-10']
1.9376911E8 159.15	2014-12-11
['1.9376911E8', '159.15', '2014-12-11']
1.90945917E8 157.12	2014-12-12
['1.90945917E8', '157.12', '2014-12-12']
1.88335255E8 156.85	2014-12-15
['1.88335255E8', '156.85', '2014-12-15']
1.91718629E8 159.05	2014-12-16
['1.91718629E8', '159.05', '2014-12-16']
1.95667504E8 160.6	2014-12-17
['1.95667504E8', '160.6', '2014-12-17']
1.99027285E8 165.3	2014-12-18
['1.99027285E8', '165.3', '2014-12-18']
2.03918629E8 165.48	2014-12-19
['2.03918629E8', '165.48', '2014-12-19']
2.06009515E8 167.27	2014-12-22
['2.06009515E8', '167.27', '2014-12-22']
2.03819298E8 166.87	2014-12-23
['2.03819298E8', '166.87', '2014-12-23']
2.04801259E8 166.96	2014-12-24
['2.04801259E8', '166.96', '2014-12-24']
2.03193883E8 166.26	2014-12-26
['2.03193883E8', '166.26', '2014-12-26']
2.04412716E8 166.71	2014-12-29
['2.04412716E8', '166.71', '2014-12-29']
2.03232036E8 165.84	2014-12-30
['2.03232036E8', '165.84', '2014-12-30']
2.01600272E8 164.32	2014-12-31
['2.01600272E8', '164.32', '2014-12-31']
1.9948271E8 164.06	2015-01-02
['1.9948271E8', '164.06', '2015-01-02']
1.95789809E8 160.36	2015-01-05
['1.95789809E8', '160.36', '2015-01-05']
1.92252665E8 158.65	2015-01-06
['1.92252665E8', '158.65', '2015-01-06']
1.95333956E8 159.8	2015-01-07
['1.95333956E8', '159.8', '2015-01-07']
1.98483548E8 163.63	2015-01-08
['1.98483548E8', '163.63', '2015-01-08']
1.9610498E8 161.62	2015-01-09
['1.9610498E8', '161.62', '2015-01-09']
1.9395575E8 160.74	2015-01-12
['1.9395575E8', '160.74', '2015-01-12']
1.91249052E8 160.62	2015-01-13
['1.91249052E8', '160.62', '2015-01-13']
1.89265517E8 159.84	2015-01-14
['1.89265517E8', '159.84', '2015-01-14']
1.87384111E8 159.66	2015-01-15
['1.87384111E8', '159.66', '2015-01-15']
1.89733787E8 162.0	2015-01-16
['1.89733787E8', '162.0', '2015-01-16']
1.87637586E8 161.94	2015-01-20
['1.87637586E8', '161.94', '2015-01-20']
1.89235266E8 162.54	2015-01-21
['1.89235266E8', '162.54', '2015-01-21']
1.91461085E8 165.89	2015-01-22
['1.91461085E8', '165.89', '2015-01-22']
1.89211904E8 164.02	2015-01-23
['1.89211904E8', '164.02', '2015-01-23']
1.92768197E8 164.24	2015-01-26
['1.92768197E8', '164.24', '2015-01-26']
1.88577448E8 163.63	2015-01-27
['1.88577448E8', '163.63', '2015-01-27']
1.92152042E8 163.94	2015-01-28
['1.92152042E8', '163.94', '2015-01-28']
1.9482666E8 166.13	2015-01-29
['1.9482666E8', '166.13', '2015-01-29']
1.91264768E8 162.3	2015-01-30
['1.91264768E8', '162.3', '2015-01-30']
1.9364446E8 164.42	2015-02-02
['1.9364446E8', '164.42', '2015-02-02']
1.96249233E8 165.94	2015-02-03
['1.96249233E8', '165.94', '2015-02-03']
1.9388543E8 164.81	2015-02-04
['1.9388543E8', '164.81', '2015-02-04']
1.95935969E8 166.55	2015-02-05
['1.95935969E8', '166.55', '2015-02-05']
1.9410904E8 166.07	2015-02-06
['1.9410904E8', '166.07', '2015-02-06']
1.92036059E8 164.84	2015-02-09
['1.92036059E8', '164.84', '2015-02-09']
1.93921156E8 165.82	2015-02-10
['1.93921156E8', '165.82', '2015-02-10']
1.92226092E8 164.48	2015-02-11
['1.92226092E8', '164.48', '2015-02-11']
1.93841753E8 165.91	2015-02-12
['1.93841753E8', '165.91', '2015-02-12']
1.95942622E8 166.92	2015-02-17
['1.95942622E8', '166.92', '2015-02-17']
1.97494624E8 167.4	2015-02-18
['1.97494624E8', '167.4', '2015-02-18']
1.9584581E8 167.09	2015-02-19
['1.9584581E8', '167.09', '2015-02-19']
1.98262441E8 168.12	2015-02-20
['1.98262441E8', '168.12', '2015-02-20']
2.00098418E8 168.81	2015-02-23
['2.00098418E8', '168.81', '2015-02-23']
2.018687E8 169.12	2015-02-24
['2.018687E8', '169.12', '2015-02-24']
1.99849551E8 168.89	2015-02-25
['1.99849551E8', '168.89', '2015-02-25']
2.01638921E8 169.61	2015-02-26
['2.01638921E8', '169.61', '2015-02-26']
1.99692905E8 168.65	2015-02-27
['1.99692905E8', '168.65', '2015-02-27']
2.01916009E8 170.5	2015-03-02
['2.01916009E8', '170.5', '2015-03-02']
1.99683584E8 168.27	2015-03-03
['1.99683584E8', '168.27', '2015-03-03']
1.98107898E8 167.16	2015-03-04
['1.98107898E8', '167.16', '2015-03-04']
1.9965505E8 167.57	2015-03-05
['1.9965505E8', '167.57', '2015-03-05']
1.97540612E8 164.36	2015-03-06
['1.97540612E8', '164.36', '2015-03-06']
1.99148672E8 166.37	2015-03-09
['1.99148672E8', '166.37', '2015-03-09']
1.96584079E8 162.26	2015-03-10
['1.96584079E8', '162.26', '2015-03-10']
1.94689775E8 161.73	2015-03-11
['1.94689775E8', '161.73', '2015-03-11']
1.96404786E8 164.47	2015-03-12
['1.96404786E8', '164.47', '2015-03-12']
1.94120046E8 162.74	2015-03-13
['1.94120046E8', '162.74', '2015-03-13']
1.96231219E8 166.21	2015-03-16
['1.96231219E8', '166.21', '2015-03-16']
1.93673321E8 164.23	2015-03-17
['1.93673321E8', '164.23', '2015-03-17']
1.96735759E8 166.47	2015-03-18
['1.96735759E8', '166.47', '2015-03-18']
1.94782303E8 165.66	2015-03-19
['1.94782303E8', '165.66', '2015-03-19']
1.99154081E8 166.49	2015-03-20
['1.99154081E8', '166.49', '2015-03-20']
1.96996763E8 166.13	2015-03-23
['1.96996763E8', '166.13', '2015-03-23']
1.9908773E8 166.32	2015-03-24
['1.9908773E8', '166.32', '2015-03-24']
1.96546878E8 162.7	2015-03-25
['1.96546878E8', '162.7', '2015-03-25']
1.94496143E8 162.59	2015-03-26
['1.94496143E8', '162.59', '2015-03-26']
1.96218804E8 163.5	2015-03-27
['1.96218804E8', '163.5', '2015-03-27']
1.97902813E8 166.05	2015-03-30
['1.97902813E8', '166.05', '2015-03-30']
1.95821554E8 164.95	2015-03-31
['1.95821554E8', '164.95', '2015-03-31']
1.93673497E8 162.52	2015-04-01
['1.93673497E8', '162.52', '2015-04-01']
1.95526114E8 162.8	2015-04-02
['1.95526114E8', '162.8', '2015-04-02']
1.98086448E8 165.48	2015-04-06
['1.98086448E8', '165.48', '2015-04-06']
2.00565958E8 166.21	2015-04-07
['2.00565958E8', '166.21', '2015-04-07']
2.02320392E8 166.27	2015-04-08
['2.02320392E8', '166.27', '2015-04-08']
2.04001016E8 166.79	2015-04-09
['2.04001016E8', '166.79', '2015-04-09']
2.05502957E8 167.07	2015-04-10
['2.05502957E8', '167.07', '2015-04-10']
2.03642541E8 165.84	2015-04-13
['2.03642541E8', '165.84', '2015-04-13']
2.05557729E8 165.99	2015-04-14
['2.05557729E8', '165.99', '2015-04-14']
2.075536E8 166.44	2015-04-15
['2.075536E8', '166.44', '2015-04-15']
2.05890769E8 165.89	2015-04-16
['2.05890769E8', '165.89', '2015-04-16']
2.0282726E8 161.71	2015-04-17
['2.0282726E8', '161.71', '2015-04-17']
